049;003
001;011
041;017
025;025
030;026
027;027
103;034
021;037
191;037
080;052
028;070
110;098
026;100
064;103
177;159
011;171
111;176
119;180
192;192
114;196
077;202
003;205
081;205
032;216
122;216
035;221
108;222
178;222
037;224
062;227
055;233
068;234
120;245
018;256
004;261
014;262
193;271
115;290
050;294
113;330
109;351
121;351
038;355
051;356
073;356
194;360
013;371
179;374
043;400
008;401
007;404
034;405
036;405
010;416
009;419
031;452
134;455
006;457
023;468
125;471
131;472
029;485
019;487
165;507
166;507
168;507
169;507
002;511
033;524
089;527
154;531
090;541
174;554
005;561
017;562
020;563
162;570
153;580
149;601
157;603
116;632
158;654
022;660
140;801
155;940
181;999
183;999
195;999
196;999
197;999
198;999
199;999
132;005
118;005
040;017
104;035
097;037
105;037
133;037
172;091
126;099
083;107
066;216
143;216
129;216
107;222
047;230
067;233
088;256
076;261
086;262
082;351
136;358
138;358
180;360
106;374
046;383
060;386
053;420
078;452
063;455
102;457
128;478
146;482
135;483
065;484
123;486
127;487
117;488
084;493
042;494
092;507
093;507
094;507
095;507
099;507
016;511
087;511
012;512
052;525
112;527
187;531
145;532
189;532
044;534
045;534
059;534
072;534
071;541
188;554
054;558
074;582
075;583
079;601
098;601
100;601
141;601
142;601
056;602
058;602
101;606
085;633
137;660
057;801
096;953
091;955
160;E01
161;E01
148;E02
164;E02
182;E02
163;E03
144;E17
151;E17
147;E18
150;E19
167;E20
061;H01
124;H03
152;H04
156;H05
159;H06
170;H07
171;H08
173;H09
184;H09
185;H09
186;H09
175;H10
015;H11
130;H17
200;H21
024;H22
039;H23
048;H24
069;H25
070;H26
176;H27
