027;003
038;005
001;011
206;017
193;026
116;027
172;027
226;028
128;034
021;035
213;037
024;052
138;052
031;070
066;098
067;098
098;098
197;098
201;098
207;098
025;100
110;100
026;102
030;103
127;106
057;108
177;159
011;171
194;176
048;180
215;192
075;193
089;193
137;194
028;196
209;202
003;205
055;216
064;216
073;216
074;216
121;216
203;216
033;221
023;222
039;222
178;222
037;224
087;227
076;230
062;233
104;233
077;234
032;245
117;253
018;256
204;257
004;261
014;261
061;264
224;271
040;272
102;273
056;290
125;290
136;294
079;330
202;331
029;351
072;351
115;351
130;351
190;351
091;354
058;356
191;356
227;360
013;371
179;374
041;376
046;377
053;381
050;400
205;400
008;401
095;403
007;404
035;405
122;406
010;416
192;416
009;419
019;420
133;450
068;452
065;455
006;457
210;459
092;468
034;471
052;472
103;474
080;478
059;479
113;479
090;482
049;485
131;486
119;487
195;487
093;488
114;488
120;488
129;488
132;488
085;490
199;492
082;493
036;496
126;504
165;507
166;507
168;507
169;507
002;511
016;511
012;512
146;520
047;523
045;524
107;524
099;527
100;527
105;527
111;527
154;531
187;531
145;532
112;541
185;549
135;550
174;554
097;557
069;558
005;561
017;562
020;563
162;570
022;580
153;580
094;582
086;583
141;601
142;601
143;601
149;601
180;601
181;601
070;602
088;602
157;603
109;632
083;633
084;634
158;654
051;801
140;801
176;900
155;940
208;005
118;026
212;037
071;091
044;099
081;216
106;351
054;351
228;357
214;358
217;358
225;472
223;473
216;483
096;484
063;487
198;488
222;494
043;525
189;532
188;554
042;557
101;606
218;660
186;837
160;E01
161;E01
148;E02
164;E02
182;E02
183;E02
163;E03
144;E17
151;E17
147;E18
150;E19
167;E20
060;H01
152;H04
156;H05
159;H06
170;H07
171;H08
173;H09
184;H09
175;H10
015;H11
078;H12
108;H13
123;H14
124;H15
134;H16
196;H18
200;H19
221;H21
139;H28
211;H29
219;H30
220;H31
