00025461;URB
00018210;URB
00024996;URB
00021911;URB
00014575;URB
00019798;URB
00024970;URB
00025305;URB
00015440;URB
00023949;URB
00022250;URB
00025739;URB
00022918;URB
00021776;URB
00021024;URB
00022888;URB
00025712;URB
00025011;URB
00011509;URB
00024260;URB
00002136;URB
00021679;URB
00025690;URB
00007863;URB
00025330;URB
00020761;URB
00000672;URB
00025232;URB
00023957;URB
00025038;URB
00025771;URB
00020907;URB
00025925;URB
00025720;URB
00007618;URB
00023647;URB
00000940;URB
00008061;URB
00025062;URB
00009857;URB
00020087;URB
00025216;URB
00024465;URB
00008088;URB
00019828;URB
00024287;URB
00018945;URB
00024317;URB
00022926;URB
00021814;URB
00021920;URB
00017930;URB
00013420;URB
00025763;URB
00024295;URB
00024716;URB
00024783;URB
00013560;URB
00024791;URB
00025755;URB
00025224;URB
00025704;URB
00004503;URB
00019259;URB
00020486;URB
00018180;URB
00025747;URB
00023310;URB
00025291;URB
00020494;URB
00025143;URB
00025127;URB
00022896;URB
00024805;URB
00021199;URB
00021822;URB
00025836;URB
00000036;URB
00023760;URB
00023477;URB
00024937;URB
00022969;URB
00022055;URB
00024414;URB
00023779;URB
00016861;URB
00021989;URB
00025577;URB
00026042;URB
00025186;URB
00011126;URB
00019410;URB
00009580;URB
00000125;URB
00002918;URB
00007642;URB
00023388;URB
00006760;URB
00000192;URB
00025348;URB
00010316;URB
00023132;URB
00010880;URB
00013285;URB
00025437;URB
00024325;URB
00019062;URB
00025542;URB
00023302;URB
00013722;URB
00019496;URB
00025844;URB
00008362;URB
00005917;URB
00008591;URB
00005666;URB
00022101;URB
00025402;URB
00019461;URB
00024910;URB
00009440;URB
00024066;URB
00022063;URB
00023620;URB
00025453;URB
00008907;URB
00023230;URB
00017086;URB
00023450;URB
00018902;URB
00024902;URB
00023469;URB
00023930;URB
00025968;URB
00025356;URB
00017396;URB
00002950;URB
00021040;URB
00020869;URB
00025780;URB
00025801;URB
00025160;URB
00010332;URB
00025682;URB
00020141;URB
00017507;URB
00025500;URB
00025283;URB
00025488;URB
00025909;URB
00021970;URB
00011568;URB
00025917;URB
00023590;URB
00007120;URB
00005844;URB
00002292;URB
00024333;URB
00025569;URB
00024244;URB
00015377;URB
00022357;URB
00023353;URB
00025399;URB
00023361;URB
00024040;URB
00023299;URB
00024392;URB
00023442;URB
00025615;URB
00008656;URB
00010596;URB
00025984;URB
00008605;URB
00009369;URB
00024953;URB
00025623;URB
00000540;URB
00007138;URB
00025895;URB
00025585;URB
00025860;URB
00022071;URB
00008931;URB
00024341;URB
00016845;URB
00003426;URB
00014753;URB
00000761;URB
00025380;URB
00020826;URB
00018350;URB
00017850;URB
00007979;URB
00025976;URB
00025658;URB
00023043;URB
00019348;URB
00007219;URB
00017469;URB
00025321;URB
00025593;URB
00026069;URB
00026050;URB
00026500;URB
00025518;URB
00025496;URB
00023604;URB
00024872;URB
00024350;URB
00026336;URB
00023248;URB
00022020;URB
00018910;URB
00020818;URB
00001830;URB
00024210;URB
00024899;URB
00023817;URB
00025810;URB
00013382;URB
00024546;URB
00000958;URB
00022110;URB
00025666;URB
00012041;URB
00023795;URB
00017841;URB
00006697;URB
00011525;URB
00006700;URB
00007090;URB
00020834;URB
00025887;URB
00007529;URB
00015628;URB
00025526;URB
00025445;URB
00001105;URB
00025429;URB
00021733;URB
00025631;URB
00025640;URB
00001113;URB
00020621;URB
00025267;URB
00025798;URB
00012564;URB
00017060;URB
00025550;URB
00010600;URB
00026034;URB
00015040;URB
00026026;URB
00001237;URB
00025119;URB
00026018;URB
00020850;URB
00025534;URB
00019550;URB
00025313;URB
00020630;URB
00020451;URB
00021628;URB
00015644;URB
00024929;URB
00025852;URB
00025941;URB
00025674;URB
00008419;URB
00019178;URB
00002110;URB
00025828;URB
00022012;URB
00025607;URB
00025372;URB
00019674;URB
00009806;URB
00011517;URB
00025950;URB
00016853;URB
00025933;URB
00022993;URB
00023019;URB
00023205;URB
00016780;URB
00025992;URB
00022039;URB
00024368;URB
00023981;URB
00024376;URB
00016012;URB
00001989;URB
00026077;URB
00020842;URB
00014338;URB
00025879;URB
00024619;URB
00020010;URB
00000010;URB
00024201;URB
00024724;URB
00006727;URB
00020648;URB
00010421;URB
00010251;URB
00000035;URB_RV
00001708;URB_RV
00001937;URB_RV
00001759;URB_RV
00001848;URB_RV
00001813;URB_RV
00001210;URB_RV
00000140;URB_RV
00001740;URB_RV
00000175;URB_RV
00001538;URB_RV
00000191;URB_RV
00001120;URB_RV
00001490;URB_RV
00000213;URB_RV
00001406;URB_RV
00001830;URB_RV
00001970;URB_RV
00001597;URB_RV
00001996;URB_RV
00001562;URB_RV
00001627;URB_RV
00000329;URB_RV
00001724;URB_RV
00000337;URB_RV
00000663;URB_RV
00001775;URB_RV
00001112;URB_RV
00001953;URB_RV
00001660;URB_RV
00000388;URB_RV
00000809;URB_RV
00001511;URB_RV
00000400;URB_RV
00000973;URB_RV
00001988;URB_RV
00001767;URB_RV
00000302;URB_RV
00023337;URB
00026301;URB
00000030;URB
00000020;URB
00006921;URB
00021601;URB
00022233;URB
00000010;URB
00025470;URB
00024410;URB
00024420;URB
00010731;URB
00026158;URB
00023183;URB
