00000019;98000001;RUR
00000426;98000042;RUR
00000469;98000046;RUR
00000744;98000074;RUR
00001007;98000100;RUR
00003751;98000375;RUR
00003921;98000392;RUR
00004170;98000417;RUR
00004588;98000458;RUR
00005207;98000520;RUR
00009288;98000928;RUR
00010405;98001040;RUR
00018767;98001876;RUR
00018775;98001877;RUR
00032379;98003237;RUR
00054887;98005488;RUR
00056944;98005694;RUR
00068373;98006837;RUR
00074705;98007470;RUR
00092401;98009240;RUR
00092860;98009286;RUR
00095729;98009572;RUR
00095737;98009573;RUR
00095745;98009574;RUR
00095753;98009575;RUR
00095761;98009576;RUR
00095770;98009577;RUR
00095788;98009578;RUR
00095796;98009579;RUR
00095800;98009580;RUR
00095818;98009581;RUR
00095834;98009583;RUR
00095842;98009584;RUR
00095850;98009585;RUR
00095869;98009586;RUR
00095877;98009587;RUR
00095885;98009588;RUR
00095893;98009589;RUR
00095907;98009590;RUR
00095915;98009591;RUR
00095923;98009592;RUR
00095931;98009593;RUR
00095940;98009594;RUR
00095958;98009595;RUR
00095966;98009596;RUR
00095974;98009597;RUR
00095982;98009598;RUR
00095990;98009599;RUR
00096008;98009600;RUR
00096016;98009601;RUR
00096024;98009602;RUR
00096032;98009603;RUR
00096040;98009604;RUR
00096059;98009605;RUR
00096067;98009606;RUR
00096075;98009607;RUR
00096083;98009608;RUR
00096091;98009609;RUR
00096105;98009610;RUR
00096113;98009611;RUR
00096121;98009612;RUR
00096130;98009613;RUR
00096148;98009614;RUR
00096156;98009615;RUR
00096164;98009616;RUR
00096172;98009617;RUR
00096180;98009618;RUR
00096199;98009619;RUR
00096202;98009620;RUR
00096210;98009621;RUR
00096229;98009622;RUR
00096237;98009623;RUR
00096245;98009624;RUR
00096253;98009625;RUR
00096261;98009626;RUR
00096270;98009627;RUR
00096288;98009628;RUR
00096296;98009629;RUR
00096300;98009630;RUR
00096318;98009631;RUR
00096326;98009632;RUR
00096334;98009633;RUR
00096369;98009636;RUR
00096377;98009637;RUR
00096440;98009644;RUR
00096458;98009645;RUR
00096466;98009646;RUR
00096474;98009647;RUR
00096482;98009648;RUR
00096490;98009649;RUR
00096504;98009650;RUR
00096512;98009651;RUR
00096520;98009652;RUR
00096539;98009653;RUR
00096547;98009654;RUR
00096555;98009655;RUR
00096563;98009656;RUR
00096571;98009657;RUR
00096580;98009658;RUR
00096601;98009660;RUR
00096610;98009661;RUR
00096628;98009662;RUR
00096636;98009663;RUR
00096644;98009664;RUR
00096652;98009665;RUR
00096717;98009671;RUR
00096725;98009672;RUR
00096741;98009674;RUR
00096750;98009675;RUR
00096768;98009676;RUR
00096776;98009677;RUR
00096806;98009680;RUR
00096814;98009681;RUR
00096822;98009682;RUR
00096830;98009683;RUR
00096849;98009684;RUR
00096857;98009685;RUR
00096920;98009692;RUR
00096946;98009694;RUR
00096954;98009695;RUR
00096962;98009696;RUR
00096970;98009697;RUR
00096989;98009698;RUR
00096997;98009699;RUR
00097012;98009701;RUR
00097020;98009702;RUR
00097039;98009703;RUR
00097047;98009704;RUR
00097055;98009705;RUR
00097063;98009706;RUR
00097071;98009707;RUR
00097128;98009712;RUR
00097144;98009714;RUR
00097160;98009716;RUR
00097209;98009720;RUR
00097225;98009722;RUR
00097233;98009723;RUR
00097241;98009724;RUR
00097276;98009727;RUR
00097284;98009728;RUR
00097306;98009730;RUR
00097314;98009731;RUR
00097322;98009732;RUR
00097349;98009734;RUR
00097357;98009735;RUR
00097365;98009736;RUR
00097381;98009738;RUR
00097390;98009739;RUR
00097403;98009740;RUR
00097411;98009741;RUR
00097420;98009742;RUR
00097446;98009744;RUR
00097454;98009745;RUR
00097470;98009747;RUR
00097489;98009748;RUR
00097497;98009749;RUR
00097500;98009750;RUR
00097519;98009751;RUR
00097535;98009753;RUR
00097543;98009754;RUR
00097586;98009758;RUR
00097594;98009759;RUR
00097632;98009763;RUR
00097659;98009765;RUR
00097667;98009766;RUR
00097691;98009769;RUR
00097705;98009770;RUR
00097713;98009771;RUR
00097721;98009772;RUR
00097730;98009773;RUR
00097748;98009774;RUR
00097756;98009775;RUR
00097764;98009776;RUR
00097772;98009777;RUR
00097780;98009778;RUR
00097799;98009779;RUR
00097802;98009780;RUR
00097810;98009781;RUR
00097829;98009782;RUR
00097837;98009783;RUR
00097853;98009785;RUR
00097861;98009786;RUR
00097870;98009787;RUR
00097888;98009788;RUR
00097896;98009789;RUR
00097900;98009790;RUR
00097918;98009791;RUR
00097926;98009792;RUR
00097942;98009794;RUR
00097950;98009795;RUR
00097969;98009796;RUR
00097977;98009797;RUR
00097985;98009798;RUR
00097993;98009799;RUR
00098000;98009800;RUR
00098019;98009801;RUR
00098027;98009802;RUR
00098043;98009804;RUR
00098051;98009805;RUR
00098060;98009806;RUR
00098086;98009808;RUR
00098094;98009809;RUR
00098108;98009810;RUR
00098116;98009811;RUR
00098124;98009812;RUR
00098132;98009813;RUR
00098140;98009814;RUR
00098159;98009815;RUR
00098167;98009816;RUR
00098175;98009817;RUR
00098183;98009818;RUR
00098191;98009819;RUR
00098205;98009820;RUR
00098213;98009821;RUR
00098221;98009822;RUR
00098230;98009823;RUR
00098248;98009824;RUR
00098256;98009825;RUR
00098264;98009826;RUR
00098272;98009827;RUR
00098280;98009828;RUR
00098299;98009829;RUR
00098302;98009830;RUR
00098310;98009831;RUR
00098329;98009832;RUR
00098337;98009833;RUR
00098345;98009834;RUR
00098353;98009835;RUR
00098361;98009836;RUR
00098370;98009837;RUR
00098388;98009838;RUR
00098396;98009839;RUR
00098400;98009840;RUR
00098418;98009841;RUR
00098426;98009842;RUR
00098434;98009843;RUR
00098442;98009844;RUR
00098450;98009845;RUR
00098469;98009846;RUR
00098477;98009847;RUR
00098485;98009848;RUR
00098493;98009849;RUR
00098523;98009852;RUR
00098531;98009853;RUR
00098540;98009854;RUR
00098566;98009856;RUR
00098574;98009857;RUR
00098582;98009858;RUR
00098590;98009859;RUR
00098639;98009863;RUR
00098647;98009864;RUR
00098655;98009865;RUR
00098663;98009866;RUR
00098671;98009867;RUR
00098680;98009868;RUR
00098698;98009869;RUR
00098701;98009870;RUR
00098710;98009871;RUR
00098728;98009872;RUR
00098736;98009873;RUR
00098744;98009874;RUR
00098752;98009875;RUR
00098760;98009876;RUR
00098779;98009877;RUR
00098795;98009879;RUR
00098817;98009881;RUR
00098825;98009882;RUR
00098833;98009883;RUR
00098841;98009884;RUR
00098850;98009885;RUR
00098868;98009886;RUR
00098876;98009887;RUR
00098884;98009888;RUR
00098892;98009889;RUR
00098906;98009890;RUR
00098914;98009891;RUR
00098922;98009892;RUR
00098930;98009893;RUR
00098949;98009894;RUR
00098957;98009895;RUR
00098965;98009896;RUR
00098973;98009897;RUR
00099023;98009902;RUR
00099066;98009906;RUR
00099074;98009907;RUR
00099082;98009908;RUR
00099104;98009910;RUR
00099139;98009913;RUR
00099147;98009914;RUR
00099180;98009918;RUR
00099198;98009919;RUR
00099201;98009920;RUR
00099210;98009921;RUR
00099228;98009922;RUR
00099236;98009923;RUR
00099244;98009924;RUR
00099260;98009926;RUR
00099279;98009927;RUR
00099287;98009928;RUR
00099295;98009929;RUR
00099309;98009930;RUR
00099317;98009931;RUR
00099325;98009932;RUR
00099333;98009933;RUR
00099341;98009934;RUR
00099350;98009935;RUR
00099368;98009936;RUR
00099376;98009937;RUR
00099384;98009938;RUR
00099392;98009939;RUR
00099406;98009940;RUR
00099414;98009941;RUR
00099422;98009942;RUR
00099430;98009943;RUR
00099449;98009944;RUR
00099457;98009945;RUR
00099465;98009946;RUR
00099473;98009947;RUR
